project,run_id,suite,exit_code,failure_index,line_number,keyword,label,labeled_at,fingerprint,occurrences,auto_rule_id
material-ui,1696337865_3de335fd73c11699fc1ee1ec817226a1733df694,test_coverage,1,11,261,Error: Cannot find module 'test/utils',reevaluated_acceptable,2026-09-20T09:31:09.012218+00:00,7184658add56b3bc,1,6bbfe1383cd5
material-ui,1704332416_fd461cda5f4fad784b1e474f3887c30a23f8f9a4,test_coverage,1,12,680,"     Error: Timeout of 20000ms exceeded. For async tests and hooks, ensure ""done()"" is called; if returning a Promise, ensure it resolves. (/coverage_reloaded/repo/packages/mui-envinfo/envinfo.test.js)",acceptable,2026-09-20T09:31:09.012811+00:00,cc9d9c8b4973a365,80,f26937fc120d
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,13,620,     Expected test not to call console.error() but instead received 9 calls.,acceptable,2026-09-20T09:31:09.013742+00:00,7af97ea856cbf3dc,320,d46ed19dcef3
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,14,1209,     Expected test not to call console.error() but instead received 2 calls.,acceptable,2026-09-20T09:31:09.014413+00:00,cf4d08f240b7ae64,320,421cbab5f601
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,15,1593,     Expected test not to call console.error() but instead received 3 calls.,acceptable,2026-09-20T09:31:09.015102+00:00,0982b658751f848b,320,d46ed19dcef3
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,16,1782,     Expected test not to call console.error() but instead received 4 calls.,acceptable,2026-09-20T09:31:09.015819+00:00,06477aa935f64a21,320,d46ed19dcef3
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,17,2059,     Expected test not to call console.error() but instead received 5 calls.,acceptable,2026-09-20T09:31:09.016813+00:00,bd1fbf57944376bb,320,d46ed19dcef3
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,18,3698,     Expected test not to call console.error() but instead received 13 calls.,acceptable,2026-09-20T09:31:09.017575+00:00,4f9a0f2521dbdd7b,320,d46ed19dcef3
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,19,5320,     Expected test not to call console.error() but instead received 14 calls.,acceptable,2026-09-20T09:31:09.018321+00:00,cda3529ff6fb4e00,320,d46ed19dcef3
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,20,7046,     Expected test not to call console.error() but instead received 16 calls.,acceptable,2026-09-20T09:31:09.019081+00:00,bb1eeec9ebfc6c64,53,d46ed19dcef3
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,21,8019,     Expected test not to call console.error() but instead received 11 calls.,acceptable,2026-09-20T09:31:09.019840+00:00,caaf18d1726a2fb3,53,d46ed19dcef3
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,22,8686,     Expected test not to call console.error() but instead received 17 calls.,acceptable,2026-09-20T09:31:09.020639+00:00,8d0888cea96fa22d,53,d46ed19dcef3
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,23,12405,     Expected test not to call console.error() but instead received 26 calls.,acceptable,2026-09-20T09:31:09.021448+00:00,6d2ab09fdaa527cc,53,d46ed19dcef3
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,24,14799,     Expected test not to call console.error() but instead received 3 calls.,acceptable,2026-09-20T09:31:09.022238+00:00,7243146f5f10d3cb,320,d46ed19dcef3
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,25,15195,     Expected test not to call console.error() but instead received 6 calls.,acceptable,2026-09-20T09:31:09.023011+00:00,ef433476f963f8d5,53,d46ed19dcef3
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,26,15579,     Expected test not to call console.error() but instead received 5 calls.,acceptable,2026-09-20T09:31:09.023787+00:00,f78307eeb86bdb48,320,d46ed19dcef3
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,27,15918,     Expected test not to call console.error() but instead received 7 calls.,acceptable,2026-09-20T09:31:09.024604+00:00,bc1bbdf0f6ac03d0,53,d46ed19dcef3
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,28,19288,     Expected test not to call console.error() but instead received 4 calls.,acceptable,2026-09-20T09:31:09.025429+00:00,e469b7b144a7e61f,320,d46ed19dcef3
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,29,19545,     Expected test not to call console.error() but instead received 7 calls.,acceptable,2026-09-20T09:31:09.026253+00:00,3847dfc6fd24190a,53,d46ed19dcef3
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,30,20001,     Expected test not to call console.error() but instead received 5 calls.,acceptable,2026-09-20T09:31:09.027144+00:00,0d4b41f10fef6bb8,320,d46ed19dcef3
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,31,20328,     Expected test not to call console.error() but instead received 8 calls.,acceptable,2026-09-20T09:31:09.028002+00:00,283a3ed41be5f58d,53,d46ed19dcef3
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,32,20841,     Expected test not to call console.error() but instead received 6 calls.,acceptable,2026-09-20T09:31:09.028873+00:00,e5a3ead421d02c82,53,d46ed19dcef3
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,33,22635,     Expected test not to call console.error() but instead received 10 calls.,acceptable,2026-09-20T09:31:09.029746+00:00,f74e22875692adba,53,d46ed19dcef3
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,34,23277,     Expected test not to call console.error() but instead received 2 calls.,acceptable,2026-09-20T09:31:09.031383+00:00,990ade563e39426d,53,421cbab5f601
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,35,23535,     Expected test not to call console.error() but instead received 2 calls.,acceptable,2026-09-20T09:31:09.032533+00:00,9b7024356a46e1df,53,421cbab5f601
material-ui,1704759522_ea16771ba33d400108f9dcd80e4ec98bf2679513,test_coverage,1,36,23665,     Expected test not to call console.error() but instead received 1 calls.,acceptable,2026-09-20T09:31:09.033512+00:00,32f1fa285514d8eb,53,d46ed19dcef3
material-ui,1704772661_329c76c74dcad06f5edb36b9427e8a9e781c2e5d,test_coverage,1,37,23305,"     Error: Timeout of 20000ms exceeded. For async tests and hooks, ensure ""done()"" is called; if returning a Promise, ensure it resolves. (/coverage_reloaded/repo/packages/mui-envinfo/envinfo.test.js)",acceptable,2026-09-20T09:31:09.034367+00:00,a29a798d8a5c5ba2,14,f26937fc120d
material-ui,1712581111_53cc684131f9b714320d0a8f33663c2ed76e76a1,test_coverage,1,38,632,     Expected test not to call console.error() but instead received 1 calls.,acceptable,2026-09-20T09:31:09.035295+00:00,3dd9417d40c0e494,267,d46ed19dcef3
material-ui,1712581111_53cc684131f9b714320d0a8f33663c2ed76e76a1,test_coverage,1,39,836,     Expected test not to call console.error() but instead received 2 calls.,acceptable,2026-09-20T09:31:09.036189+00:00,3fcf7dfe25dee4d6,267,421cbab5f601
material-ui,1712581111_53cc684131f9b714320d0a8f33663c2ed76e76a1,test_coverage,1,40,3327,     Expected test not to call console.error() but instead received 6 calls.,acceptable,2026-09-20T09:31:09.037119+00:00,760b154381d04db1,267,d46ed19dcef3
material-ui,1712581111_53cc684131f9b714320d0a8f33663c2ed76e76a1,test_coverage,1,41,7409,     Expected test not to call console.error() but instead received 12 calls.,acceptable,2026-09-20T09:31:09.038123+00:00,a887bfc9ef0dd79d,267,d46ed19dcef3
material-ui,1712581111_53cc684131f9b714320d0a8f33663c2ed76e76a1,test_coverage,1,42,9619,     Expected test not to call console.error() but instead received 15 calls.,acceptable,2026-09-20T09:31:09.039098+00:00,f48430c1717dbd1f,267,d46ed19dcef3
material-ui,1712581111_53cc684131f9b714320d0a8f33663c2ed76e76a1,test_coverage,1,43,12967,     Expected test not to call console.error() but instead received 21 calls.,acceptable,2026-09-20T09:31:09.040078+00:00,10aa851669242bf3,267,d46ed19dcef3
material-ui,1712581111_53cc684131f9b714320d0a8f33663c2ed76e76a1,test_coverage,1,44,15083,     Expected test not to call console.error() but instead received 1 calls.,acceptable,2026-09-20T09:31:09.041073+00:00,6bd85db6a35f1c56,267,d46ed19dcef3
material-ui,1712581111_53cc684131f9b714320d0a8f33663c2ed76e76a1,test_coverage,1,45,15154,     Expected test not to call console.error() but instead received 2 calls.,acceptable,2026-09-20T09:31:09.042316+00:00,a5f3b65a4f24873b,267,421cbab5f601
material-ui,1712581111_53cc684131f9b714320d0a8f33663c2ed76e76a1,test_coverage,1,46,18492,     Expected test not to call console.error() but instead received 4 calls.,acceptable,2026-09-20T09:31:09.043577+00:00,4b8ef0b2afb8b1e6,267,d46ed19dcef3
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,47,631,      AssertionError: expected 2 to equal 4,acceptable,2026-09-20T09:31:09.044677+00:00,586f5e36a348df39,58,aeca503a344d
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,48,640,      AssertionError: expected +0 to equal 2,acceptable,2026-09-20T09:31:09.045743+00:00,dbd0e9bcba7baa40,58,aeca503a344d
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,49,650,      AssertionError: expected 'false' to equal 'true',acceptable,2026-09-20T09:31:09.046899+00:00,7edd487e9b99312d,58,4e4c6b86e3d6
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,50,662,      AssertionError: expected +0 to equal 1,acceptable,2026-09-20T09:31:09.047854+00:00,2f484384441e4ae4,58,aeca503a344d
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,51,684,"     AssertionError: expected a.MuiLink-root.MuiLink-colorPrimary.MuiLink-body-md.MuiLink-underlineHover.emotion-client-render-the512-JoyLink-root[href=""/""] to have class 'Mui-focusVisible'",acceptable,2026-09-20T09:31:09.048664+00:00,c72289f93d6f7fd6,58,91cc893549ca
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,52,691,"     AssertionError: expected div.MuiListItemButton-root.MuiListItemButton-colorNeutral.MuiListItemButton-variantPlain.emotion-client-render-1r60ufc-JoyListItemButton-root[role=""button""][tabindex=""0""] to have class 'Mui-focusVisible'",acceptable,2026-09-20T09:31:09.049442+00:00,4daaba2c07f85c1a,58,aeca503a344d
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,53,707,      AssertionError: expected null to not equal null,acceptable,2026-09-20T09:31:09.050253+00:00,f0a6e8db48213ae6,58,e827d99fa1bd
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,54,717,      AssertionError: expected  to have a length of 1 but got +0,acceptable,2026-09-20T09:31:09.051074+00:00,d7b3d23ebee7114f,58,157d50f2f8bc
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,55,783,"     AssertionError: expected button.MuiButtonBase-root.emotion-client-render-10d1a0h-MuiButtonBase-root[tabindex=""0""][type=""button""] to have class 'Mui-focusVisible'",acceptable,2026-09-20T09:31:09.051890+00:00,57908cd58834aadf,58,91cc893549ca
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,56,790,"     AssertionError: expected button.MuiButtonBase-root.emotion-client-render-10d1a0h-MuiButtonBase-root[tabindex=""0""][type=""button""] to have class 'Mui-focusVisible'",acceptable,2026-09-20T09:31:09.052702+00:00,514cb1e058c1c9d4,58,91cc893549ca
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,57,797,"      AssertionError: expected [ 'focus', 'blur' ] to deeply equal [ 'focus-visible', 'focus', 'blur' ]",acceptable,2026-09-20T09:31:35.344211+00:00,fcfadee33a7419f7,58,
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,58,811,      AssertionError: expected false to equal true,acceptable,2026-09-20T09:31:35.346791+00:00,063db56a46e8e819,58,157d50f2f8bc
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,59,833,"     AssertionError: expected div.MuiButtonBase-root.MuiChip-root.MuiChip-filled.MuiChip-sizeMedium.MuiChip-colorDefault.MuiChip-clickable.MuiChip-clickableColorDefault.MuiChip-filledDefault.emotion-client-render-sg2e8q-MuiButtonBase-root-MuiChip-root[tabindex=""0""][role=""button""] to have class 'Mui-focusVisible'",acceptable,2026-09-20T09:31:35.347948+00:00,43b0f1329155dbb8,58,91cc893549ca
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,60,840,"     AssertionError: expected div.MuiButtonBase-root.MuiChip-root.MuiChip-filled.MuiChip-sizeMedium.MuiChip-colorDefault.MuiChip-clickable.MuiChip-clickableColorDefault.MuiChip-filledDefault.emotion-client-render-sg2e8q-MuiButtonBase-root-MuiChip-root[tabindex=""0""][role=""button""] to have class 'Mui-focusVisible'",acceptable,2026-09-20T09:31:35.349008+00:00,47da346c0c2d3994,58,91cc893549ca
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,61,846,      AssertionError: expected null to not equal null,acceptable,2026-09-20T09:31:35.350105+00:00,3cbcea8583bb82a9,58,91cc893549ca
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,62,855,"     AssertionError: expected a.MuiTypography-root.MuiTypography-inherit.MuiLink-root.MuiLink-underlineAlways.emotion-client-render-1ruuf8c-MuiTypography-root-MuiLink-root[href=""/""] to have class 'Mui-focusVisible'",acceptable,2026-09-20T09:31:35.351094+00:00,cd28f6f2bab09429,58,91cc893549ca
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,63,862,"     AssertionError: expected div.MuiButtonBase-root.MuiListItem-root.MuiListItem-gutters.MuiListItem-padding.MuiListItem-button.emotion-client-render-1yxzta3-MuiButtonBase-root-MuiListItem-root[tabindex=""0""][role=""button""] to have class 'focusVisibleClassName'",acceptable,2026-09-20T09:31:35.352041+00:00,617bacf8df68c736,58,91cc893549ca
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,64,869,"     AssertionError: expected div.MuiButtonBase-root.MuiListItemButton-root.MuiListItemButton-gutters.MuiListItemButton-root.MuiListItemButton-gutters.emotion-client-render-9c0h7a-MuiButtonBase-root-MuiListItemButton-root[tabindex=""0""][role=""button""] to have class 'focusVisibleClassName'",acceptable,2026-09-20T09:31:35.352978+00:00,bcfe01135b525f5d,58,91cc893549ca
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,65,876,      AssertionError: expected null to not equal null,acceptable,2026-09-20T09:31:35.354103+00:00,e47d65fcdb378d14,58,e827d99fa1bd
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,66,884,      AssertionError: expected null to not equal null,acceptable,2026-09-20T09:31:35.355064+00:00,6cb98ab2083ec75f,58,e827d99fa1bd
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,67,893,"     TestingLibraryElementError: Unable to find an accessible element with the role ""tooltip""",acceptable,2026-09-20T09:31:35.356180+00:00,d04bb9f479d0b1ab,58,7404d360005b
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,68,929,"     TestingLibraryElementError: Unable to find an accessible element with the role ""tooltip""",acceptable,2026-09-20T09:31:35.357380+00:00,6eddff566456f675,58,7404d360005b
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,69,1009,"     TestingLibraryElementError: Unable to find an accessible element with the role ""tooltip""",acceptable,2026-09-20T09:31:35.358355+00:00,e9ac5fe9f855204b,58,7404d360005b
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,70,1049,      AssertionError: expected null to not equal null,acceptable,2026-09-20T09:31:35.359492+00:00,5042f44d7fc4581b,58,e827d99fa1bd
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,71,1058,"     TestingLibraryElementError: Unable to find an accessible element with the role ""tooltip""",acceptable,2026-09-20T09:31:35.360484+00:00,877a1e90fbb06fc0,58,7404d360005b
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,72,1092,"     AssertionError: expected li.MuiButtonBase-root.MuiMenuItem-root.MuiMenuItem-gutters.MuiMenuItem-root.MuiMenuItem-gutters.emotion-client-render-1h4bzp1-MuiButtonBase-root-MuiMenuItem-root[tabindex=""0""][role=""menuitem""] to have class 'focus-visible'",acceptable,2026-09-20T09:31:35.361473+00:00,59e39b89c661704b,31,91cc893549ca
material-ui,1717852224_1ee901b29abe22e3c369d793c24fd1bdcff35ab7,test_coverage,1,73,1099,"     AssertionError: expected button#test-button[type=""button""] to have class 'focus-visible'",acceptable,2026-09-20T09:31:35.362468+00:00,99359d717d7b6e7d,58,91cc893549ca
material-ui,1718117284_c7caa1d97fb8670c0a2ef6fe277e2352ed6f19ff,test_coverage,1,74,1093,"     AssertionError: expected li.MuiButtonBase-root.MuiMenuItem-root.MuiMenuItem-gutters.MuiMenuItem-root.MuiMenuItem-gutters.emotion-client-render-1h4bzp1-MuiButtonBase-root-MuiMenuItem-root[tabindex=""0""][role=""menuitem""] to have class 'focus-visible'",acceptable,2026-09-20T09:31:35.363457+00:00,e11e83c3238ca022,27,91cc893549ca
material-ui,1718117284_c7caa1d97fb8670c0a2ef6fe277e2352ed6f19ff,test_coverage,1,75,1100,      AssertionError: expected { [Symbol(mui.nested)]: false } to equal {},acceptable,2026-09-20T09:31:35.364461+00:00,6fcc2c3553d0eda9,27,91cc893549ca
material-ui,1718727689_d3ef60158ba066779102fba775dda6765e2cc0f5,test_coverage,1,76,621,      + expected - actual,acceptable,2026-09-20T09:31:35.365512+00:00,2ac6aacb4576c26e,4,b1c67710c834
material-ui,1721989659_257b3bc528f1711d4087f57ea299dcfec6fee10c,test_coverage,1,77,439, Exception during run: Error: Cannot find module './BasePopper',reevaluated_acceptable,2026-09-20T09:31:35.366620+00:00,9a8906001959724b,2,57653cb84ed6
material-ui,1721989661_2e6f73ca1c13616b4a072ff2de2b1d3015c1a0da,test_coverage,1,78,467, Exception during run: Error: Cannot find module './useBadge',reevaluated_acceptable,2026-09-20T09:31:35.367737+00:00,f3baa740a1091a59,1,57653cb84ed6
material-ui,1721989662_22ef52b059b46c080eb0df3d981576241217f127,test_coverage,1,79,433, Exception during run: Error: Cannot find module '../composeClasses',reevaluated_acceptable,2026-09-20T09:31:35.368941+00:00,27809699edd50bcd,2,57653cb84ed6
material-ui,1742124730_e88f260af2e27f82c5530e93970358f81a0d172d,test_coverage,1,80,10910,      + expected - actual,acceptable,2026-09-20T09:32:14.936027+00:00,d5485b83aeed01e0,8,
material-ui,1742124730_e88f260af2e27f82c5530e93970358f81a0d172d,test_coverage,1,81,10940,      + expected - actual,acceptable,2026-09-20T09:32:25.322085+00:00,91a2a7503f0fcc86,8,
material-ui,1742124730_e88f260af2e27f82c5530e93970358f81a0d172d,test_coverage,1,82,10972,      + expected - actual,acceptable,2026-09-20T09:32:30.570106+00:00,dfed2a106a157699,8,
material-ui,1742124730_e88f260af2e27f82c5530e93970358f81a0d172d,test_coverage,1,83,11004,      + expected - actual,acceptable,2026-09-20T09:32:35.466005+00:00,b1fc9f0d4d9400c2,8,
material-ui,1742124730_e88f260af2e27f82c5530e93970358f81a0d172d,test_coverage,1,84,11052,      + expected - actual,acceptable,2026-09-20T09:32:36.734280+00:00,7ba83f34795ea838,8,
material-ui,1742124730_e88f260af2e27f82c5530e93970358f81a0d172d,test_coverage,1,85,11084,      + expected - actual,acceptable,2026-09-20T09:32:37.614183+00:00,731c53fddafa3478,8,
material-ui,1742124730_e88f260af2e27f82c5530e93970358f81a0d172d,test_coverage,1,86,11115,      + expected - actual,acceptable,2026-09-20T09:32:38.104153+00:00,0a3c007a855acf04,8,
material-ui,1742124730_e88f260af2e27f82c5530e93970358f81a0d172d,test_coverage,1,87,11144,      + expected - actual,acceptable,2026-09-20T09:32:38.536051+00:00,9dfb9aa4b7b58a1d,8,
material-ui,1742124730_e88f260af2e27f82c5530e93970358f81a0d172d,test_coverage,1,88,11210,      + expected - actual,acceptable,2026-09-20T09:32:39.023698+00:00,aa536f850e2073d1,8,
material-ui,1742124730_e88f260af2e27f82c5530e93970358f81a0d172d,test_coverage,1,89,11239,      + expected - actual,acceptable,2026-09-20T09:32:39.752207+00:00,5e4e365de9f44ce0,8,
material-ui,1742124730_e88f260af2e27f82c5530e93970358f81a0d172d,test_coverage,1,90,11267,      + expected - actual,acceptable,2026-09-20T09:32:40.414490+00:00,60169a6245922bbb,8,
material-ui,1742124730_e88f260af2e27f82c5530e93970358f81a0d172d,test_coverage,1,91,11296,      + expected - actual,acceptable,2026-09-20T09:32:41.118270+00:00,cc8ae5ed295c6056,8,
material-ui,1742124730_e88f260af2e27f82c5530e93970358f81a0d172d,test_coverage,1,92,11325,      + expected - actual,acceptable,2026-09-20T09:32:41.700450+00:00,be229041bad8fbbd,8,
material-ui,1742124730_e88f260af2e27f82c5530e93970358f81a0d172d,test_coverage,1,93,11494,      + expected - actual,acceptable,2026-09-20T09:32:42.307843+00:00,7b9b75760b39f0fb,8,
material-ui,1742124730_e88f260af2e27f82c5530e93970358f81a0d172d,test_coverage,1,94,11523,      + expected - actual,acceptable,2026-09-20T09:32:42.884932+00:00,b2ef47fefa6b64f1,8,
material-ui,1742124730_e88f260af2e27f82c5530e93970358f81a0d172d,test_coverage,1,95,11544,      + expected - actual,acceptable,2026-09-20T09:32:43.510043+00:00,4642ebe4cd6ba8da,8,
material-ui,1742124730_e88f260af2e27f82c5530e93970358f81a0d172d,test_coverage,1,96,11565,      + expected - actual,acceptable,2026-09-20T09:32:44.092528+00:00,38296fb043649594,8,
material-ui,1742124730_e88f260af2e27f82c5530e93970358f81a0d172d,test_coverage,1,97,11593,      + expected - actual,acceptable,2026-09-20T09:32:44.794953+00:00,df67810d121db0e9,8,
material-ui,1745825160_b1c3344ad02e9a35b77bd584f1478b318d5a851d,test_coverage,1,98,9664,     NotFoundError: The child can not be found in the parent.,acceptable,2026-09-20T09:32:44.797810+00:00,8d49c769a002630c,101,40f14ed06883
material-ui,1745825160_b1c3344ad02e9a35b77bd584f1478b318d5a851d,test_coverage,1,99,9670,     NotFoundError: The child can not be found in the parent.,acceptable,2026-09-20T09:32:44.798573+00:00,c754635a303d79e5,124,40f14ed06883
material-ui,1745825160_b1c3344ad02e9a35b77bd584f1478b318d5a851d,test_coverage,1,100,9676,     NotFoundError: The child can not be found in the parent.,acceptable,2026-09-20T09:32:44.799277+00:00,fe77197f9c1e68e7,124,40f14ed06883
material-ui,1745825160_b1c3344ad02e9a35b77bd584f1478b318d5a851d,test_coverage,1,101,9682,     NotFoundError: The child can not be found in the parent.,acceptable,2026-09-20T09:32:44.799958+00:00,db8a7206488ce956,124,40f14ed06883
material-ui,1745825160_b1c3344ad02e9a35b77bd584f1478b318d5a851d,test_coverage,1,102,9688,     NotFoundError: The child can not be found in the parent.,acceptable,2026-09-20T09:32:44.800792+00:00,c3a2337172c77e96,124,40f14ed06883
material-ui,1745825160_b1c3344ad02e9a35b77bd584f1478b318d5a851d,test_coverage,1,103,9694,     NotFoundError: The child can not be found in the parent.,acceptable,2026-09-20T09:32:44.801516+00:00,e0e485dc05251461,101,40f14ed06883
material-ui,1745825160_b1c3344ad02e9a35b77bd584f1478b318d5a851d,test_coverage,1,104,9701,  AggregateError:,unclear,2026-09-20T09:33:13.625930+00:00,19e58e35462fbf92,16,
material-ui,1745825160_b1c3344ad02e9a35b77bd584f1478b318d5a851d,test_coverage,1,105,9717,     NotFoundError: The child can not be found in the parent.,acceptable,2026-09-20T09:33:13.627849+00:00,5bce7fafb39ba7f8,101,40f14ed06883
