project,run_id,suite,exit_code,failure_index,line_number,keyword,label,labeled_at,fingerprint,occurrences,auto_rule_id
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,16,425,"  ● Conversation.vue › displayed subtitle › author name › displays own last message with ""You"" author in one to one conversations",acceptable,2026-09-21T18:04:07.880901+00:00,f0e50a00f9e0d058,4,9cfaf5f0e1fa
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,17,440,  ● Conversation.vue › displayed subtitle › author name › displays last guest message with default author when none set,acceptable,2026-09-21T18:04:07.881524+00:00,9683865816bd3914,4,9cfaf5f0e1fa
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,18,455,  ● Conversation.vue › displayed subtitle › author name › displays last message for search results,reevaluated_acceptable,2026-09-21T18:04:12.147929+00:00,0acd409d2c32608b,7,
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,19,486,  ● Conversation.vue › displayed subtitle › replaces placeholders in rich object of last message,acceptable,2026-09-21T18:04:12.150067+00:00,163025e3491433f1,4,9cfaf5f0e1fa
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,20,501,  ● Conversation.vue › displayed subtitle › last message from messages store › displays store message when more recent,acceptable,2026-09-21T18:04:12.150781+00:00,5b57ee323d301dde,3,9cfaf5f0e1fa
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,21,516,  ● Conversation.vue › displayed subtitle › last message from messages store › displays conversation message when last one is a temporary command message,acceptable,2026-09-21T18:04:12.151474+00:00,de379838f4f5c1f4,3,9cfaf5f0e1fa
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,22,531,  ● Conversation.vue › displayed subtitle › last message from messages store › displays conversation message when last one is a bot message,acceptable,2026-09-21T18:04:12.152206+00:00,ebcf12b49576a37e,3,9cfaf5f0e1fa
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,23,546,  ● Conversation.vue › displayed subtitle › last message from messages store › displays store message when last one is a changelog bot message,acceptable,2026-09-21T18:04:12.152880+00:00,94d9f2185a7535b7,3,9cfaf5f0e1fa
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,24,561,  ● Conversation.vue › unread messages counter › renders unread messages counter,acceptable,2026-09-21T18:04:12.153543+00:00,52d87b6e1530977c,9,d893c99aab9e
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,25,579,  ● Conversation.vue › unread messages counter › renders unread mentions highlighted for non one-to-one conversations,acceptable,2026-09-21T18:04:12.154233+00:00,4833cd2de57d0394,9,d893c99aab9e
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,26,597,  ● Conversation.vue › unread messages counter › renders unread mentions always highlighted for one-to-one conversations,acceptable,2026-09-21T18:04:12.154941+00:00,cfc8568104a16a57,9,d893c99aab9e
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,27,615,  ● Conversation.vue › unread messages counter › does not render counter when no unread messages,acceptable,2026-09-21T18:04:12.155630+00:00,f277f3080a5dd520,5,d893c99aab9e
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,28,632,  ● Conversation.vue › actions › forwards click event on list item,acceptable,2026-09-21T18:04:12.156343+00:00,a3fb81cff4ee609b,3,d893c99aab9e
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,29,649,  ● Conversation.vue › actions › notification level › sets notification to all messages,acceptable,2026-09-21T18:04:12.157042+00:00,c43214ccc10bb4c7,2,d893c99aab9e
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,30,668,  ● Conversation.vue › actions › notification level › sets notification to at-mentions only,acceptable,2026-09-21T18:04:12.157736+00:00,22fc8a87d33e8237,2,d893c99aab9e
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,31,687,  ● Conversation.vue › actions › notification level › sets notification to off,acceptable,2026-09-21T18:04:12.158558+00:00,b7138a517cb3d7fb,2,d893c99aab9e
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,32,706,  ● Conversation.vue › actions › leaving conversation › leaves conversation,acceptable,2026-09-21T18:04:12.159548+00:00,93f967deaec7d7ff,2,d893c99aab9e
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,33,724,"  ● Conversation.vue › actions › leaving conversation › hides ""leave conversation"" action when not allowed",acceptable,2026-09-21T18:04:12.160511+00:00,3db0d99ccf977b82,2,d893c99aab9e
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,34,742,  ● Conversation.vue › actions › leaving conversation › errors with notification when a new moderator is required before leaving,acceptable,2026-09-21T18:04:12.161297+00:00,9ec3bb7b83aa17d5,3,d893c99aab9e
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,35,760,  ● Conversation.vue › actions › deleting conversation › deletes conversation when confirmed,acceptable,2026-09-21T18:04:12.162084+00:00,5379bf69a9e12475,2,d893c99aab9e
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,36,778,  ● Conversation.vue › actions › deleting conversation › does not delete conversation when not confirmed,acceptable,2026-09-21T18:04:12.162851+00:00,6b1e7b6232a30d15,2,d893c99aab9e
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,37,796,"  ● Conversation.vue › actions › deleting conversation › hides ""delete conversation"" action when not allowed",acceptable,2026-09-21T18:04:12.163663+00:00,eb9a771f662e2e77,2,d893c99aab9e
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,38,814,  ● Conversation.vue › actions › copies link conversation,acceptable,2026-09-21T18:04:12.164482+00:00,b3821fbc4905d94c,3,d893c99aab9e
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,39,831,  ● Conversation.vue › actions › sets favorite,acceptable,2026-09-21T18:04:12.165319+00:00,7225450222c78f71,2,d893c99aab9e
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,40,848,  ● Conversation.vue › actions › unsets favorite,acceptable,2026-09-21T18:04:12.166218+00:00,e353ebcf766fb307,2,d893c99aab9e
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,41,865,  ● Conversation.vue › actions › marks conversation as read,acceptable,2026-09-21T18:04:12.167151+00:00,54bba9ae6958397b,2,d893c99aab9e
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,42,883,  ● Conversation.vue › actions › does not show actions for search result,reevaluated_acceptable,2026-09-21T18:04:12.168333+00:00,b0e1aa4c03ce08dd,7,745618bd6e49
spreed,1617179771_a2385777571dac714ac65a603aabc1533d0d1db4,vue_cli_service,1,43,1660,  ● LeftSidebar.vue › search results › clicking search results › joins listed conversation from search result,acceptable,2026-09-21T18:04:18.653847+00:00,18775778ad5163fd,13,
spreed,1620655310_fce24ef7ac58b90c7f34b7766d2f747b185bd8a5,vue_cli_service,1,44,202,  ● Test suite failed to run,reevaluated_acceptable,2026-09-21T18:04:22.641914+00:00,9989a4a926ffd537,101,
spreed,1623311028_632ce3673d35fb2be5bc6da917a77a274149c33f,vue_cli_service,1,45,210,  ● Test suite failed to run,reevaluated_acceptable,2026-09-21T18:04:22.644088+00:00,7aa07016d08d1dc9,122,f3df147df273
spreed,1623753465_c167a1a3fd25c8e2fb83cd40406cf26d6e5b633e,vue_cli_service,1,46,198,  ● messagesStore › look for new messages › looks for new messages,acceptable,2026-09-21T18:04:30.311995+00:00,f0a92c1026b29dd5,7,
spreed,1623753465_c167a1a3fd25c8e2fb83cd40406cf26d6e5b633e,vue_cli_service,1,47,214,  ● messagesStore › look for new messages › looks for new messages does not update last message if lower,acceptable,2026-09-21T18:04:30.315373+00:00,876a8137c9509cc1,7,983b701b3d5e
spreed,1624040871_51b24cc9b5d5241c1b97615c2f2b9f0374d82754,vue_cli_service,1,48,212,  ● Test suite failed to run,reevaluated_acceptable,2026-09-21T18:04:34.636517+00:00,a881efa7f94ed0da,52,
spreed,1624040871_51b24cc9b5d5241c1b97615c2f2b9f0374d82754,vue_cli_service,1,49,260,  ● Test suite failed to run,reevaluated_acceptable,2026-09-21T18:04:34.638116+00:00,51e83d1eddd6555b,28,a471a3a7e0c3
spreed,1624040871_51b24cc9b5d5241c1b97615c2f2b9f0374d82754,vue_cli_service,1,50,284,  ● Test suite failed to run,reevaluated_acceptable,2026-09-21T18:04:34.638760+00:00,7317ad94b73bef76,52,a471a3a7e0c3
spreed,1624040871_51b24cc9b5d5241c1b97615c2f2b9f0374d82754,vue_cli_service,1,51,308,  ● Test suite failed to run,reevaluated_acceptable,2026-09-21T18:04:34.639405+00:00,008e3e21e720dbd9,25,a471a3a7e0c3
spreed,1624040871_51b24cc9b5d5241c1b97615c2f2b9f0374d82754,vue_cli_service,1,52,332,  ● Test suite failed to run,reevaluated_acceptable,2026-09-21T18:04:34.640047+00:00,033634d7e16a9aa7,100,a471a3a7e0c3
spreed,1624040871_51b24cc9b5d5241c1b97615c2f2b9f0374d82754,vue_cli_service,1,53,356,  ● Test suite failed to run,reevaluated_acceptable,2026-09-21T18:04:34.640672+00:00,c5ca765233ef5d88,102,a471a3a7e0c3
spreed,1624040871_51b24cc9b5d5241c1b97615c2f2b9f0374d82754,vue_cli_service,1,54,380,  ● Test suite failed to run,reevaluated_acceptable,2026-09-21T18:04:34.641320+00:00,c0f9e514bf31123a,55,a471a3a7e0c3
spreed,1625500848_cc4f44364a3b8d4d11558e393d7aa676da2d4951,vue_cli_service,1,55,204,  ● AvatarWrapper.vue › Renders guests icons properly,acceptable,2026-09-21T18:04:38.464060+00:00,fba7cc7cc72b3c88,2,
spreed,1626765814_773d24f1ddfaaf65c9aed0c8148f1a0fffb9b2a8,vue_cli_service,1,56,308,  ● Test suite failed to run,reevaluated_acceptable,2026-09-21T18:04:48.862222+00:00,52d47a5223719599,36,
spreed,1634908830_fb7ba9e7a394e652cc7233f33c0d2d46bda9f61f,vue_cli_service,1,57,212,  ● conversationsStore › sets default permissions for a conversation,acceptable,2026-09-21T18:04:57.338458+00:00,76fdd28a047454f6,3,
spreed,1634908830_fb7ba9e7a394e652cc7233f33c0d2d46bda9f61f,vue_cli_service,1,58,230,  ● conversationsStore › sets default permissions for a call,acceptable,2026-09-21T18:04:57.341518+00:00,8729b4cd06477d90,3,c132b3f9be5e
spreed,1635247428_91bbdb6026b1770db55a4adebb8d4be2ec00fb31,vue_cli_service,1,59,242,  ● ParticipantPermissionsEditor.vue › Properly renders the checkboxes when mounted › Properly renders the call start checkbox,acceptable,2026-09-21T18:05:06.088620+00:00,4720903a14e609d3,16,
spreed,1635247428_91bbdb6026b1770db55a4adebb8d4be2ec00fb31,vue_cli_service,1,60,256,  ● ParticipantPermissionsEditor.vue › Properly renders the checkboxes when mounted › Properly renders the lobby Ignore checkbox,acceptable,2026-09-21T18:05:06.090621+00:00,a4d3c44bea492d5d,2,01410eb4b1f6
spreed,1635247428_91bbdb6026b1770db55a4adebb8d4be2ec00fb31,vue_cli_service,1,61,270,  ● ParticipantPermissionsEditor.vue › Properly renders the checkboxes when mounted › Properly renders the publish audio checkbox,acceptable,2026-09-21T18:05:06.091255+00:00,a91bbc7d789f5a45,16,01410eb4b1f6
spreed,1635247428_91bbdb6026b1770db55a4adebb8d4be2ec00fb31,vue_cli_service,1,62,284,  ● ParticipantPermissionsEditor.vue › Properly renders the checkboxes when mounted › Properly renders the publish video checkbox,acceptable,2026-09-21T18:05:06.091884+00:00,a58ee9ffcf351ce7,16,01410eb4b1f6
spreed,1635247428_91bbdb6026b1770db55a4adebb8d4be2ec00fb31,vue_cli_service,1,63,298,  ● ParticipantPermissionsEditor.vue › Properly renders the checkboxes when mounted › Properly renders the publish screen checkbox,acceptable,2026-09-21T18:05:06.092595+00:00,762a86ae3c44de29,2,01410eb4b1f6
spreed,1635247428_91bbdb6026b1770db55a4adebb8d4be2ec00fb31,vue_cli_service,1,64,312,  ● ParticipantPermissionsEditor.vue › Dispatches the aciton to set the right permissions › Dispatches setPermissions with the correct permissions value when a permission is subtracted,acceptable,2026-09-21T18:05:19.198932+00:00,a6de8d702742f551,16,01410eb4b1f6
spreed,1635247428_91bbdb6026b1770db55a4adebb8d4be2ec00fb31,vue_cli_service,1,65,328,  ● ParticipantPermissionsEditor.vue › Dispatches the aciton to set the right permissions › Dispatches setPermissions with the correct permissions value when a permission is added,acceptable,2026-09-21T18:05:19.201138+00:00,a1f399654495bf69,15,01410eb4b1f6
spreed,1635492021_0ad342d12ff4682202089d2ff7bd01e7d83d4c2d,vue_cli_service,1,66,274,  ● Test suite failed to run,problematic,2026-09-21T18:05:31.124311+00:00,4490be97f305574d,4,51279d9fe99a
spreed,1642417109_864200b9d0fbd05e5c27d05152064ada5ec66aa3,vue_cli_service,1,67,286,  ● Message.vue › actions › actions become visible on mouse over,acceptable,2026-09-21T18:05:39.643151+00:00,bcf3653f6126bd44,2,
spreed,1643892193_b3ea65f6d10cfc0dfc726f30782121689cdb20f1,vue_cli_service,1,68,549,  ● MessageButtonsBar.vue › actions › private reply action › hides private reply action for own messages,acceptable,2026-09-21T18:05:39.646124+00:00,1d8265b67294098a,27,d893c99aab9e
spreed,1643892193_b3ea65f6d10cfc0dfc726f30782121689cdb20f1,vue_cli_service,1,69,574,  ● MessageButtonsBar.vue › actions › delete action › deletes message,acceptable,2026-09-21T18:05:45.159381+00:00,4a3b21580a0ba7be,24,
spreed,1643892193_b3ea65f6d10cfc0dfc726f30782121689cdb20f1,vue_cli_service,1,70,612,  ● MessageButtonsBar.vue › actions › renders clickable custom actions,acceptable,2026-09-21T18:05:45.162993+00:00,8b58d43135c25893,30,da23232117d3
spreed,1643986126_1f6bf9c3848d4ef84dde083a9b91440ee396b293,vue_cli_service,1,71,276,  ● MessageButtonsBar.vue › actions › reply action › replies to message,acceptable,2026-09-21T18:05:45.164800+00:00,24048a8f691aeffb,24,c132b3f9be5e
spreed,1645441716_7f1d2e1e060d18847613f458fe097d0a70162f11,vue_cli_service,1,72,198,  ● Test suite failed to run,acceptable,2026-09-21T18:05:54.770495+00:00,dda1a5a8062cbbae,41,
spreed,1645441716_7f1d2e1e060d18847613f458fe097d0a70162f11,vue_cli_service,1,73,374,  ● Test suite failed to run,acceptable,2026-09-21T18:05:54.773305+00:00,a72ca8c1bda983e5,23,3205baffb57f
spreed,1645441716_7f1d2e1e060d18847613f458fe097d0a70162f11,vue_cli_service,1,74,476,  ● Test suite failed to run,acceptable,2026-09-21T18:05:54.774881+00:00,d1b32584ca6b8adf,56,3205baffb57f
spreed,1646234666_dff5d31602ef81257a56dcb08872a7ccbe4d6385,vue_cli_service,1,75,200,  ● messagesStore › temporary messages › creates temporary message,acceptable,2026-09-21T18:06:00.750088+00:00,2780462a82d66239,5,
spreed,1646234666_dff5d31602ef81257a56dcb08872a7ccbe4d6385,vue_cli_service,1,76,237,  ● messagesStore › temporary messages › creates temporary message with message to be replied,acceptable,2026-09-21T18:06:00.752955+00:00,4296c1a9b72e5357,5,b52f9b1562d7
spreed,1646234666_dff5d31602ef81257a56dcb08872a7ccbe4d6385,vue_cli_service,1,77,274,  ● messagesStore › temporary messages › creates temporary message with file,acceptable,2026-09-21T18:06:00.754532+00:00,01f400385b28885c,5,b52f9b1562d7
spreed,1646234666_dff5d31602ef81257a56dcb08872a7ccbe4d6385,vue_cli_service,1,78,331,  ● messagesStore › temporary messages › adds temporary message to the list,acceptable,2026-09-21T18:06:00.756085+00:00,0ec37763b3d640d0,8,b52f9b1562d7
spreed,1646234666_dff5d31602ef81257a56dcb08872a7ccbe4d6385,vue_cli_service,1,79,368,  ● messagesStore › temporary messages › marks temporary message as failed,acceptable,2026-09-21T18:06:00.757616+00:00,d387ac632224770b,8,b52f9b1562d7
spreed,1646234666_dff5d31602ef81257a56dcb08872a7ccbe4d6385,vue_cli_service,1,80,405,  ● messagesStore › temporary messages › gets temporary message by reference,acceptable,2026-09-21T18:06:00.759161+00:00,2097720b7d3c4a59,8,b52f9b1562d7
spreed,1646421663_08379c696a13a0c3a3eb46f216e1f1cad2e8264d,vue_cli_service,1,81,206,  ● RoomSelector.vue › emits select event on select,acceptable,2026-09-21T18:06:17.728977+00:00,c440bd5dd298b12a,1,22517a6c3e87
spreed,1647516941_68f41bdb64c0469f58b158c0b0546f6be47913e3,vue_cli_service,1,82,1028,  ● MessageButtonsBar.vue › actions › private reply action › creates a new conversation when replying to message privately,reevaluated_acceptable,2026-09-21T18:06:27.110261+00:00,6e2a0d5496bd3bdb,5,
spreed,1647516941_68f41bdb64c0469f58b158c0b0546f6be47913e3,vue_cli_service,1,83,1105,  ● MessageButtonsBar.vue › actions › private reply action › hides private reply action for guest messages,reevaluated_acceptable,2026-09-21T18:06:27.114042+00:00,e80c84391dba6417,5,3b81ccd718b0
spreed,1647516941_68f41bdb64c0469f58b158c0b0546f6be47913e3,vue_cli_service,1,84,1144,  ● MessageButtonsBar.vue › actions › private reply action › hides private reply action when current user is a guest,reevaluated_acceptable,2026-09-21T18:06:27.116196+00:00,24b48c769409b765,5,3b81ccd718b0
spreed,1647516941_68f41bdb64c0469f58b158c0b0546f6be47913e3,vue_cli_service,1,85,1221,  ● MessageButtonsBar.vue › actions › delete action › hides delete action when message is older than 6 hours,reevaluated_acceptable,2026-09-21T18:06:27.118089+00:00,d3daaaf1cbd003a1,1,3b81ccd718b0
spreed,1647516941_68f41bdb64c0469f58b158c0b0546f6be47913e3,vue_cli_service,1,86,1253,  ● MessageButtonsBar.vue › actions › delete action › hides delete action when the conversation is read-only,reevaluated_acceptable,2026-09-21T18:06:27.120235+00:00,e572fe2cf9db96d2,1,3b81ccd718b0
spreed,1647516941_68f41bdb64c0469f58b158c0b0546f6be47913e3,vue_cli_service,1,87,1285,  ● MessageButtonsBar.vue › actions › delete action › hides delete action for file messages,reevaluated_acceptable,2026-09-21T18:06:27.122469+00:00,6c2054dff15713b2,1,3b81ccd718b0
spreed,1647516941_68f41bdb64c0469f58b158c0b0546f6be47913e3,vue_cli_service,1,88,1317,  ● MessageButtonsBar.vue › actions › delete action › hides delete action on other people messages for non-moderators,reevaluated_acceptable,2026-09-21T18:06:27.127354+00:00,40f75253cd397c90,1,3b81ccd718b0
spreed,1647516941_68f41bdb64c0469f58b158c0b0546f6be47913e3,vue_cli_service,1,89,1349,  ● MessageButtonsBar.vue › actions › delete action › shows delete action on other people messages for moderators,reevaluated_acceptable,2026-09-21T18:06:27.129899+00:00,5c185c24909b7059,2,3b81ccd718b0
spreed,1647516941_68f41bdb64c0469f58b158c0b0546f6be47913e3,vue_cli_service,1,90,1381,  ● MessageButtonsBar.vue › actions › delete action › shows delete action on other people messages for owner,reevaluated_acceptable,2026-09-21T18:06:27.132416+00:00,6923be6ff94a0939,2,3b81ccd718b0
spreed,1647516941_68f41bdb64c0469f58b158c0b0546f6be47913e3,vue_cli_service,1,91,1413,  ● MessageButtonsBar.vue › actions › delete action › does not show delete action even for guest moderators,reevaluated_acceptable,2026-09-21T18:06:27.134881+00:00,b50d7b67a10d332f,1,3b81ccd718b0
spreed,1647516941_68f41bdb64c0469f58b158c0b0546f6be47913e3,vue_cli_service,1,92,1445,  ● MessageButtonsBar.vue › actions › marks message as unread,reevaluated_acceptable,2026-09-21T18:06:27.137389+00:00,a1530970cc002d36,5,3b81ccd718b0
spreed,1647516941_68f41bdb64c0469f58b158c0b0546f6be47913e3,vue_cli_service,1,93,1483,  ● MessageButtonsBar.vue › actions › copies message link,reevaluated_acceptable,2026-09-21T18:06:27.139761+00:00,0f9c827b729abd3d,7,3b81ccd718b0
spreed,1648220718_17eadda25be7773210df3b543a9dbb9e051fa7c9,vue_cli_service,1,94,322,  ● Message.vue › reactions › shows reaction buttons with the right emoji count,acceptable,2026-09-21T18:06:27.141939+00:00,8c2351efe94f96da,5,d893c99aab9e
spreed,1648655986_0b081554ceba2f2e59a6e83827ebb11acead38b3,vue_cli_service,1,95,213,  ● Test suite failed to run,reevaluated_acceptable,2026-09-21T18:06:32.638181+00:00,98f6774c1c11b2e9,46,
spreed,1650389801_bfdca047821bd836edd478c1f430437daec397a6,vue_cli_service,1,96,886,  ● Message.vue › reactions › dispatches store action to remove an emoji upon clicking reaction button,acceptable,2026-09-21T18:06:32.641811+00:00,83766acafd99de07,6,c132b3f9be5e
spreed,1652490114_29398f4db93cac61930609d408fc7aac46ec5a71,vue_cli_service,1,97,382,  ● Message.vue › message rendering › renders date,acceptable,2026-09-21T18:06:32.643795+00:00,b98ab35a78978488,6,d893c99aab9e
spreed,1652490114_29398f4db93cac61930609d408fc7aac46ec5a71,vue_cli_service,1,98,407,  ● MessagesList.vue › message grouping › displays a date separator between days,acceptable,2026-09-21T18:06:32.645679+00:00,f54a7efc6d0f894c,6,d893c99aab9e
spreed,1658307034_10c4925e4d24feab6290fd4cd1ed0ce6ea88eff8,vue_cli_service,1,99,417,  ● Test suite failed to run,reevaluated_acceptable,2026-09-21T18:06:48.172848+00:00,2560a2cbd387c07c,1,f7b45d754f38
spreed,1660141837_dc0a85115c5208f0df4e2a2421d514f2c903d56a,vue_cli_service,1,100,1043,  ● Message.vue › status › lets user retry sending a timed out message,acceptable,2026-09-21T18:06:48.174146+00:00,16231e49b26479e5,7,d893c99aab9e
spreed,1660210427_4562f7991f776354e44440a1cb22a85dda28a2d4,vue_cli_service,1,101,211,  ● Test suite failed to run,reevaluated_acceptable,2026-09-21T18:06:48.175395+00:00,bcaeeca7579ea982,11,f7b45d754f38
spreed,1660825967_0b51f0558322996fb06588d87a6f4b3fc67ded11,vue_cli_service,1,102,443,  ● FilePreview.vue › file preview rendering › triggering viewer › opens viewer when clicking if viewer available,acceptable,2026-09-21T18:06:48.176546+00:00,76f25eee892d0014,7,c132b3f9be5e
spreed,1660837939_5bceccef75416d5f46f66217568e21b440f3dea0,vue_cli_service,1,103,316,  ● Test suite failed to run,reevaluated_acceptable,2026-09-21T18:06:48.177801+00:00,e481f8e60d2af66b,38,f7b45d754f38
spreed,1660837952_02e83a61dc246c3130a6ed8bd2e969996b96d0b8,vue_cli_service,1,104,485,  ● AvatarWrapper.vue › Renders user avatars properly,acceptable,2026-09-21T18:06:48.178510+00:00,95278d137b90788c,2,d893c99aab9e
spreed,1663086308_015277152870dd65e254a44511dde2ce9dac7eb6,jest,1,105,613,  ● FilePreview.vue › file preview rendering › gif rendering › renders static preview for big GIF files,acceptable,2026-09-21T18:06:48.179305+00:00,835df8d0f64f11cd,3,d893c99aab9e
spreed,1663910501_43fc99c7a252c8a63d210eed7268e7b67e4a738c,jest,1,106,1009,  ● Message.vue › reactions › shows reaction buttons with the right emoji count but without emoji placeholder when no chat permission,acceptable,2026-09-21T18:06:48.180221+00:00,2692d45805c9875f,4,d893c99aab9e
spreed,1667557873_fbf20d217d9f32bb8d832189feca5abb1bc85e0b,jest,1,107,219,  ● Test suite failed to run,reevaluated_acceptable,2026-09-21T18:06:48.181226+00:00,74fc8e715a494a67,31,f7b45d754f38
spreed,1667567747_fcc4a83c1e36f6f537a1052b890dded1fd3d771b,jest,1,108,224,  ● messagesStore › message list,acceptable,2026-09-21T18:07:03.031946+00:00,6d9fd7c19d80fd21,2,
